Datum,Standort,Parameter,Intervall,Einheit,Wert,Status
2026-01-07T00:00+0100,Zch_Rosengartenstrasse,O3,d1,µg/m3,30.29,provisorisch
2026-01-07T00:00+0100,Zch_Rosengartenstrasse,O3_max_h1,d1,µg/m3,52.01,provisorisch
2026-01-07T00:00+0100,Zch_Rosengartenstrasse,O3_nb_h1>120,d1,1,0,provisorisch
2026-01-07T00:00+0100,Zch_Rosengartenstrasse,PM10,d1,µg/m3,31.26,provisorisch
2026-01-07T00:00+0100,Zch_Rosengartenstrasse,PM2.5,d1,µg/m3,20.1,provisorisch
2026-01-07T00:00+0100,Zch_Rosengartenstrasse,PNc,d1,1/cm3,19673.67,provisorisch
2026-01-07T00:00+0100,Zch_Schimmelstrasse,NO,d1,µg/m3,16.76,provisorisch
2026-01-07T00:00+0100,Zch_Schimmelstrasse,NO2,d1,µg/m3,34.58,provisorisch
2026-01-07T00:00+0100,Zch_Schimmelstrasse,NOx,d1,ppb,31.52,provisorisch
2026-01-07T00:00+0100,Zch_Schimmelstrasse,O3,d1,µg/m3,29.99,provisorisch
2026-01-07T00:00+0100,Zch_Schimmelstrasse,O3_max_h1,d1,µg/m3,54.37,provisorisch
2026-01-07T00:00+0100,Zch_Schimmelstrasse,O3_nb_h1>120,d1,1,0,provisorisch
2026-01-07T00:00+0100,Zch_Schimmelstrasse,PM10,d1,µg/m3,28.87,provisorisch
2026-01-07T00:00+0100,Zch_Schimmelstrasse,PM2.5,d1,µg/m3,20.07,provisorisch
2026-01-07T00:00+0100,Zch_Schimmelstrasse,PN,d1,1/cm3,11129.05,provisorisch
2026-01-07T00:00+0100,Zch_Stampfenbachstrasse,NO,d1,µg/m3,6.84,provisorisch
2026-01-07T00:00+0100,Zch_Stampfenbachstrasse,NO2,d1,µg/m3,26.32,provisorisch
2026-01-07T00:00+0100,Zch_Stampfenbachstrasse,NOx,d1,ppb,19.24,provisorisch
2026-01-07T00:00+0100,Zch_Stampfenbachstrasse,O3,d1,µg/m3,35.87,provisorisch
2026-01-07T00:00+0100,Zch_Stampfenbachstrasse,O3_max_h1,d1,µg/m3,59.16,provisorisch
2026-01-07T00:00+0100,Zch_Stampfenbachstrasse,O3_nb_h1>120,d1,1,0,provisorisch
2026-01-07T00:00+0100,Zch_Stampfenbachstrasse,PM10,d1,µg/m3,29.32,provisorisch
2026-01-07T00:00+0100,Zch_Stampfenbachstrasse,PM2.5,d1,µg/m3,19,provisorisch
2026-01-08T00:00+0100,Zch_Heubeeribüel,NO,d1,µg/m3,1.45,provisorisch
2026-01-08T00:00+0100,Zch_Heubeeribüel,NO2,d1,µg/m3,13,provisorisch
2026-01-08T00:00+0100,Zch_Heubeeribüel,NOx,d1,ppb,7.96,provisorisch
2026-01-08T00:00+0100,Zch_Heubeeribüel,O3,d1,µg/m3,58.89,provisorisch
2026-01-08T00:00+0100,Zch_Heubeeribüel,O3_max_h1,d1,µg/m3,72.33,provisorisch
2026-01-08T00:00+0100,Zch_Heubeeribüel,O3_nb_h1>120,d1,1,0,provisorisch
2026-01-08T00:00+0100,Zch_Heubeeribüel,PM10,d1,µg/m3,5.82,provisorisch
2026-01-08T00:00+0100,Zch_Heubeeribüel,PM2.5,d1,µg/m3,4.66,provisorisch
2026-01-08T00:00+0100,Zch_Rosengartenstrasse,NO,d1,µg/m3,21.72,provisorisch
2026-01-08T00:00+0100,Zch_Rosengartenstrasse,NO2,d1,µg/m3,38.33,provisorisch
2026-01-08T00:00+0100,Zch_Rosengartenstrasse,NOx,d1,ppb,37.46,provisorisch
2026-01-08T00:00+0100,Zch_Rosengartenstrasse,O3,d1,µg/m3,38.13,provisorisch
2026-01-08T00:00+0100,Zch_Rosengartenstrasse,O3_max_h1,d1,µg/m3,63.28,provisorisch
2026-01-08T00:00+0100,Zch_Rosengartenstrasse,O3_nb_h1>120,d1,1,0,provisorisch
2026-01-08T00:00+0100,Zch_Rosengartenstrasse,PM10,d1,µg/m3,11.31,provisorisch
2026-01-08T00:00+0100,Zch_Rosengartenstrasse,PM2.5,d1,µg/m3,7.03,provisorisch
2026-01-08T00:00+0100,Zch_Rosengartenstrasse,PNc,d1,1/cm3,24235.22,provisorisch
2026-01-08T00:00+0100,Zch_Schimmelstrasse,NO,d1,µg/m3,7.08,provisorisch
2026-01-08T00:00+0100,Zch_Schimmelstrasse,NO2,d1,µg/m3,25.31,provisorisch
2026-01-08T00:00+0100,Zch_Schimmelstrasse,NOx,d1,ppb,18.91,provisorisch
2026-01-08T00:00+0100,Zch_Schimmelstrasse,O3,d1,µg/m3,47.54,provisorisch
2026-01-08T00:00+0100,Zch_Schimmelstrasse,O3_max_h1,d1,µg/m3,66.74,provisorisch
2026-01-08T00:00+0100,Zch_Schimmelstrasse,O3_nb_h1>120,d1,1,0,provisorisch
2026-01-08T00:00+0100,Zch_Schimmelstrasse,PM10,d1,µg/m3,NA,provisorisch
2026-01-08T00:00+0100,Zch_Schimmelstrasse,PM2.5,d1,µg/m3,NA,provisorisch
2026-01-08T00:00+0100,Zch_Schimmelstrasse,PN,d1,1/cm3,8701.86,provisorisch
2026-01-08T00:00+0100,Zch_Stampfenbachstrasse,NO,d1,µg/m3,3.64,provisorisch
2026-01-08T00:00+0100,Zch_Stampfenbachstrasse,NO2,d1,µg/m3,19.43,provisorisch
2026-01-08T00:00+0100,Zch_Stampfenbachstrasse,NOx,d1,ppb,13.08,provisorisch
2026-01-08T00:00+0100,Zch_Stampfenbachstrasse,O3,d1,µg/m3,51.26,provisorisch
2026-01-08T00:00+0100,Zch_Stampfenbachstrasse,O3_max_h1,d1,µg/m3,68.07,provisorisch
2026-01-08T00:00+0100,Zch_Stampfenbachstrasse,O3_nb_h1>120,d1,1,0,provisorisch
2026-01-08T00:00+0100,Zch_Stampfenbachstrasse,PM10,d1,µg/m3,7.64,provisorisch
2026-01-08T00:00+0100,Zch_Stampfenbachstrasse,PM2.5,d1,µg/m3,5.9,provisorisch
2026-01-09T00:00+0100,Zch_Heubeeribüel,NO,d1,µg/m3,1.08,provisorisch
2026-01-09T00:00+0100,Zch_Heubeeribüel,NO2,d1,µg/m3,4.38,provisorisch
2026-01-09T00:00+0100,Zch_Heubeeribüel,NOx,d1,ppb,3.15,provisorisch
2026-01-09T00:00+0100,Zch_Heubeeribüel,O3,d1,µg/m3,73.58,provisorisch
2026-01-09T00:00+0100,Zch_Heubeeribüel,O3_max_h1,d1,µg/m3,81.3,provisorisch
2026-01-09T00:00+0100,Zch_Heubeeribüel,O3_nb_h1>120,d1,1,0,provisorisch
2026-01-09T00:00+0100,Zch_Heubeeribüel,PM10,d1,µg/m3,2.94,provisorisch
2026-01-09T00:00+0100,Zch_Heubeeribüel,PM2.5,d1,µg/m3,1.73,provisorisch
2026-01-09T00:00+0100,Zch_Rosengartenstrasse,NO,d1,µg/m3,9.51,provisorisch
2026-01-09T00:00+0100,Zch_Rosengartenstrasse,NO2,d1,µg/m3,20.09,provisorisch
2026-01-09T00:00+0100,Zch_Rosengartenstrasse,NOx,d1,ppb,18.13,provisorisch
2026-01-09T00:00+0100,Zch_Rosengartenstrasse,O3,d1,µg/m3,61.04,provisorisch
2026-01-09T00:00+0100,Zch_Rosengartenstrasse,O3_max_h1,d1,µg/m3,73.82,provisorisch
2026-01-09T00:00+0100,Zch_Rosengartenstrasse,O3_nb_h1>120,d1,1,0,provisorisch
2026-01-09T00:00+0100,Zch_Rosengartenstrasse,PM10,d1,µg/m3,4.31,provisorisch
2026-01-09T00:00+0100,Zch_Rosengartenstrasse,PM2.5,d1,µg/m3,2.34,provisorisch
2026-01-09T00:00+0100,Zch_Rosengartenstrasse,PNc,d1,1/cm3,13430.29,provisorisch
2026-01-09T00:00+0100,Zch_Schimmelstrasse,NO,d1,µg/m3,5.43,provisorisch
2026-01-09T00:00+0100,Zch_Schimmelstrasse,NO2,d1,µg/m3,14.84,provisorisch
2026-01-09T00:00+0100,Zch_Schimmelstrasse,NOx,d1,ppb,12.11,provisorisch
2026-01-09T00:00+0100,Zch_Schimmelstrasse,O3,d1,µg/m3,66.06,provisorisch
2026-01-09T00:00+0100,Zch_Schimmelstrasse,O3_max_h1,d1,µg/m3,77.06,provisorisch
2026-01-09T00:00+0100,Zch_Schimmelstrasse,O3_nb_h1>120,d1,1,0,provisorisch
2026-01-09T00:00+0100,Zch_Schimmelstrasse,PM10,d1,µg/m3,NA,provisorisch
2026-01-09T00:00+0100,Zch_Schimmelstrasse,PM2.5,d1,µg/m3,NA,provisorisch
2026-01-09T00:00+0100,Zch_Schimmelstrasse,PN,d1,1/cm3,6705.12,provisorisch
2026-01-09T00:00+0100,Zch_Stampfenbachstrasse,NO,d1,µg/m3,1.41,provisorisch
2026-01-09T00:00+0100,Zch_Stampfenbachstrasse,NO2,d1,µg/m3,7.51,provisorisch
2026-01-09T00:00+0100,Zch_Stampfenbachstrasse,NOx,d1,ppb,5.06,provisorisch
2026-01-09T00:00+0100,Zch_Stampfenbachstrasse,O3,d1,µg/m3,68.06,provisorisch
2026-01-09T00:00+0100,Zch_Stampfenbachstrasse,O3_max_h1,d1,µg/m3,76.06,provisorisch
2026-01-09T00:00+0100,Zch_Stampfenbachstrasse,O3_nb_h1>120,d1,1,0,provisorisch
2026-01-09T00:00+0100,Zch_Stampfenbachstrasse,PM10,d1,µg/m3,5.15,provisorisch
2026-01-09T00:00+0100,Zch_Stampfenbachstrasse,PM2.5,d1,µg/m3,2.85,provisorisch
2026-01-10T00:00+0100,Zch_Heubeeribüel,NO,d1,µg/m3,1.26,provisorisch
2026-01-10T00:00+0100,Zch_Heubeeribüel,NO2,d1,µg/m3,5.92,provisorisch
2026-01-10T00:00+0100,Zch_Heubeeribüel,NOx,d1,ppb,4.11,provisorisch
2026-01-10T00:00+0100,Zch_Heubeeribüel,O3,d1,µg/m3,64.55,provisorisch
2026-01-10T00:00+0100,Zch_Heubeeribüel,O3_max_h1,d1,µg/m3,73.09,provisorisch
2026-01-10T00:00+0100,Zch_Heubeeribüel,O3_nb_h1>120,d1,1,0,provisorisch
2026-01-10T00:00+0100,Zch_Heubeeribüel,PM10,d1,µg/m3,2.52,provisorisch
2026-01-10T00:00+0100,Zch_Heubeeribüel,PM2.5,d1,µg/m3,1.55,provisorisch
2026-01-10T00:00+0100,Zch_Rosengartenstrasse,NO,d1,µg/m3,6.87,provisorisch
2026-01-10T00:00+0100,Zch_Rosengartenstrasse,NO2,d1,µg/m3,17.21,provisorisch
2026-01-10T00:00+0100,Zch_Rosengartenstrasse,NOx,d1,ppb,14.51,provisorisch
2026-01-10T00:00+0100,Zch_Rosengartenstrasse,O3,d1,µg/m3,56.57,provisorisch
2026-01-10T00:00+0100,Zch_Rosengartenstrasse,O3_max_h1,d1,µg/m3,69.22,provisorisch
2026-01-10T00:00+0100,Zch_Rosengartenstrasse,O3_nb_h1>120,d1,1,0,provisorisch
2026-01-10T00:00+0100,Zch_Rosengartenstrasse,PM10,d1,µg/m3,3.34,provisorisch
2026-01-10T00:00+0100,Zch_Rosengartenstrasse,PM2.5,d1,µg/m3,1.87,provisorisch
2026-01-10T00:00+0100,Zch_Rosengartenstrasse,PNc,d1,1/cm3,7747.23,provisorisch
2026-01-10T00:00+0100,Zch_Schimmelstrasse,NO,d1,µg/m3,3.69,provisorisch
2026-01-10T00:00+0100,Zch_Schimmelstrasse,NO2,d1,µg/m3,12.44,provisorisch
2026-01-10T00:00+0100,Zch_Schimmelstrasse,NOx,d1,ppb,9.46,provisorisch
2026-01-10T00:00+0100,Zch_Schimmelstrasse,O3,d1,µg/m3,61.12,provisorisch
2026-01-10T00:00+0100,Zch_Schimmelstrasse,O3_max_h1,d1,µg/m3,72.83,provisorisch
2026-01-10T00:00+0100,Zch_Schimmelstrasse,O3_nb_h1>120,d1,1,0,provisorisch
2026-01-10T00:00+0100,Zch_Schimmelstrasse,PM10,d1,µg/m3,3.2,provisorisch
2026-01-10T00:00+0100,Zch_Schimmelstrasse,PM2.5,d1,µg/m3,1.85,provisorisch
2026-01-10T00:00+0100,Zch_Schimmelstrasse,PN,d1,1/cm3,4153.44,provisorisch
2026-01-10T00:00+0100,Zch_Stampfenbachstrasse,NO,d1,µg/m3,1.11,provisorisch
2026-01-10T00:00+0100,Zch_Stampfenbachstrasse,NO2,d1,µg/m3,7.47,provisorisch
2026-01-10T00:00+0100,Zch_Stampfenbachstrasse,NOx,d1,ppb,4.79,provisorisch
2026-01-10T00:00+0100,Zch_Stampfenbachstrasse,O3,d1,µg/m3,62.32,provisorisch
2026-01-10T00:00+0100,Zch_Stampfenbachstrasse,O3_max_h1,d1,µg/m3,71.07,provisorisch
2026-01-10T00:00+0100,Zch_Stampfenbachstrasse,O3_nb_h1>120,d1,1,0,provisorisch
2026-01-10T00:00+0100,Zch_Stampfenbachstrasse,PM10,d1,µg/m3,2.64,provisorisch
2026-01-10T00:00+0100,Zch_Stampfenbachstrasse,PM2.5,d1,µg/m3,2.24,provisorisch
2026-01-11T00:00+0100,Zch_Heubeeribüel,NO,d1,µg/m3,1.85,provisorisch
2026-01-11T00:00+0100,Zch_Heubeeribüel,NO2,d1,µg/m3,11.73,provisorisch
2026-01-11T00:00+0100,Zch_Heubeeribüel,NOx,d1,ppb,7.62,provisorisch
2026-01-11T00:00+0100,Zch_Heubeeribüel,O3,d1,µg/m3,37.4,provisorisch
2026-01-11T00:00+0100,Zch_Heubeeribüel,O3_max_h1,d1,µg/m3,45.02,provisorisch
2026-01-11T00:00+0100,Zch_Heubeeribüel,O3_nb_h1>120,d1,1,0,provisorisch
2026-01-11T00:00+0100,Zch_Heubeeribüel,PM10,d1,µg/m3,8.51,provisorisch
2026-01-11T00:00+0100,Zch_Heubeeribüel,PM2.5,d1,µg/m3,7.87,provisorisch
2026-01-11T00:00+0100,Zch_Rosengartenstrasse,NO,d1,µg/m3,9.81,provisorisch
2026-01-11T00:00+0100,Zch_Rosengartenstrasse,NO2,d1,µg/m3,26.59,provisorisch
2026-01-11T00:00+0100,Zch_Rosengartenstrasse,NOx,d1,ppb,21.77,provisorisch
2026-01-11T00:00+0100,Zch_Rosengartenstrasse,O3,d1,µg/m3,24.26,provisorisch
2026-01-11T00:00+0100,Zch_Rosengartenstrasse,O3_max_h1,d1,µg/m3,37.13,provisorisch
2026-01-11T00:00+0100,Zch_Rosengartenstrasse,O3_nb_h1>120,d1,1,0,provisorisch
2026-01-11T00:00+0100,Zch_Rosengartenstrasse,PM10,d1,µg/m3,12.93,provisorisch
2026-01-11T00:00+0100,Zch_Rosengartenstrasse,PM2.5,d1,µg/m3,10.32,provisorisch
2026-01-11T00:00+0100,Zch_Rosengartenstrasse,PNc,d1,1/cm3,12170.06,provisorisch
2026-01-11T00:00+0100,Zch_Schimmelstrasse,NO,d1,µg/m3,12.19,provisorisch
2026-01-11T00:00+0100,Zch_Schimmelstrasse,NO2,d1,µg/m3,26.11,provisorisch
2026-01-11T00:00+0100,Zch_Schimmelstrasse,NOx,d1,ppb,23.43,provisorisch
2026-01-11T00:00+0100,Zch_Schimmelstrasse,O3,d1,µg/m3,27.5,provisorisch
2026-01-11T00:00+0100,Zch_Schimmelstrasse,O3_max_h1,d1,µg/m3,37.73,provisorisch
2026-01-11T00:00+0100,Zch_Schimmelstrasse,O3_nb_h1>120,d1,1,0,provisorisch
2026-01-11T00:00+0100,Zch_Schimmelstrasse,PM10,d1,µg/m3,12.41,provisorisch
2026-01-11T00:00+0100,Zch_Schimmelstrasse,PM2.5,d1,µg/m3,10.07,provisorisch
2026-01-11T00:00+0100,Zch_Schimmelstrasse,PN,d1,1/cm3,11090.48,provisorisch
2026-01-11T00:00+0100,Zch_Stampfenbachstrasse,NO,d1,µg/m3,5.09,provisorisch
2026-01-11T00:00+0100,Zch_Stampfenbachstrasse,NO2,d1,µg/m3,19.66,provisorisch
2026-01-11T00:00+0100,Zch_Stampfenbachstrasse,NOx,d1,ppb,14.36,provisorisch
2026-01-11T00:00+0100,Zch_Stampfenbachstrasse,O3,d1,µg/m3,29.44,provisorisch
2026-01-11T00:00+0100,Zch_Stampfenbachstrasse,O3_max_h1,d1,µg/m3,41.47,provisorisch
2026-01-11T00:00+0100,Zch_Stampfenbachstrasse,O3_nb_h1>120,d1,1,0,provisorisch
2026-01-11T00:00+0100,Zch_Stampfenbachstrasse,PM10,d1,µg/m3,10.9,provisorisch
2026-01-11T00:00+0100,Zch_Stampfenbachstrasse,PM2.5,d1,µg/m3,9.37,provisorisch
2026-01-12T00:00+0100,Zch_Heubeeribüel,NO,d1,µg/m3,1.48,provisorisch
2026-01-12T00:00+0100,Zch_Heubeeribüel,NO2,d1,µg/m3,12.72,provisorisch
2026-01-12T00:00+0100,Zch_Heubeeribüel,NOx,d1,ppb,7.84,provisorisch
2026-01-12T00:00+0100,Zch_Heubeeribüel,O3,d1,µg/m3,53.99,provisorisch
2026-01-12T00:00+0100,Zch_Heubeeribüel,O3_max_h1,d1,µg/m3,69.79,provisorisch
2026-01-12T00:00+0100,Zch_Heubeeribüel,O3_nb_h1>120,d1,1,0,provisorisch
2026-01-12T00:00+0100,Zch_Heubeeribüel,PM10,d1,µg/m3,5.35,provisorisch
2026-01-12T00:00+0100,Zch_Heubeeribüel,PM2.5,d1,µg/m3,4.18,provisorisch
2026-01-12T00:00+0100,Zch_Rosengartenstrasse,NO,d1,µg/m3,30.31,provisorisch
2026-01-12T00:00+0100,Zch_Rosengartenstrasse,NO2,d1,µg/m3,42.76,provisorisch
2026-01-12T00:00+0100,Zch_Rosengartenstrasse,NOx,d1,ppb,46.66,provisorisch
2026-01-12T00:00+0100,Zch_Rosengartenstrasse,O3,d1,µg/m3,26.91,provisorisch
2026-01-12T00:00+0100,Zch_Rosengartenstrasse,O3_max_h1,d1,µg/m3,42.16,provisorisch
2026-01-12T00:00+0100,Zch_Rosengartenstrasse,O3_nb_h1>120,d1,1,0,provisorisch
2026-01-12T00:00+0100,Zch_Rosengartenstrasse,PM10,d1,µg/m3,9.32,provisorisch
2026-01-12T00:00+0100,Zch_Rosengartenstrasse,PM2.5,d1,µg/m3,6.4,provisorisch
2026-01-12T00:00+0100,Zch_Rosengartenstrasse,PNc,d1,1/cm3,29048.05,provisorisch
2026-01-12T00:00+0100,Zch_Schimmelstrasse,NO,d1,µg/m3,6.88,provisorisch
2026-01-12T00:00+0100,Zch_Schimmelstrasse,NO2,d1,µg/m3,29.64,provisorisch
2026-01-12T00:00+0100,Zch_Schimmelstrasse,NOx,d1,ppb,21.02,provisorisch
2026-01-12T00:00+0100,Zch_Schimmelstrasse,O3,d1,µg/m3,36.36,provisorisch
2026-01-12T00:00+0100,Zch_Schimmelstrasse,O3_max_h1,d1,µg/m3,47.49,provisorisch
2026-01-12T00:00+0100,Zch_Schimmelstrasse,O3_nb_h1>120,d1,1,0,provisorisch
2026-01-12T00:00+0100,Zch_Schimmelstrasse,PM10,d1,µg/m3,8.45,provisorisch
2026-01-12T00:00+0100,Zch_Schimmelstrasse,PM2.5,d1,µg/m3,5.7,provisorisch
2026-01-12T00:00+0100,Zch_Schimmelstrasse,PN,d1,1/cm3,10990.88,provisorisch
2026-01-12T00:00+0100,Zch_Stampfenbachstrasse,NO,d1,µg/m3,5.44,provisorisch
2026-01-12T00:00+0100,Zch_Stampfenbachstrasse,NO2,d1,µg/m3,27.17,provisorisch
2026-01-12T00:00+0100,Zch_Stampfenbachstrasse,NOx,d1,ppb,18.57,provisorisch
2026-01-12T00:00+0100,Zch_Stampfenbachstrasse,O3,d1,µg/m3,36.18,provisorisch
2026-01-12T00:00+0100,Zch_Stampfenbachstrasse,O3_max_h1,d1,µg/m3,50.56,provisorisch
2026-01-12T00:00+0100,Zch_Stampfenbachstrasse,O3_nb_h1>120,d1,1,0,provisorisch
2026-01-12T00:00+0100,Zch_Stampfenbachstrasse,PM10,d1,µg/m3,7.91,provisorisch
2026-01-12T00:00+0100,Zch_Stampfenbachstrasse,PM2.5,d1,µg/m3,5.76,provisorisch
2026-01-13T00:00+0100,Zch_Heubeeribüel,NO,d1,µg/m3,4.32,provisorisch
2026-01-13T00:00+0100,Zch_Heubeeribüel,NO2,d1,µg/m3,18.02,provisorisch
2026-01-13T00:00+0100,Zch_Heubeeribüel,NOx,d1,ppb,12.89,provisorisch
2026-01-13T00:00+0100,Zch_Heubeeribüel,O3,d1,µg/m3,45.86,provisorisch
2026-01-13T00:00+0100,Zch_Heubeeribüel,O3_max_h1,d1,µg/m3,59.7,provisorisch
2026-01-13T00:00+0100,Zch_Heubeeribüel,O3_nb_h1>120,d1,1,0,provisorisch
2026-01-13T00:00+0100,Zch_Heubeeribüel,PM10,d1,µg/m3,5.01,provisorisch
2026-01-13T00:00+0100,Zch_Heubeeribüel,PM2.5,d1,µg/m3,3.41,provisorisch
2026-01-13T00:00+0100,Zch_Rosengartenstrasse,NO,d1,µg/m3,61.87,provisorisch
2026-01-13T00:00+0100,Zch_Rosengartenstrasse,NO2,d1,µg/m3,52.5,provisorisch
2026-01-13T00:00+0100,Zch_Rosengartenstrasse,NOx,d1,ppb,77.06,provisorisch
2026-01-13T00:00+0100,Zch_Rosengartenstrasse,O3,d1,µg/m3,9.83,provisorisch
2026-01-13T00:00+0100,Zch_Rosengartenstrasse,O3_max_h1,d1,µg/m3,27.28,provisorisch
2026-01-13T00:00+0100,Zch_Rosengartenstrasse,O3_nb_h1>120,d1,1,0,provisorisch
2026-01-13T00:00+0100,Zch_Rosengartenstrasse,PM10,d1,µg/m3,11.92,provisorisch
2026-01-13T00:00+0100,Zch_Rosengartenstrasse,PM2.5,d1,µg/m3,7.65,provisorisch
2026-01-13T00:00+0100,Zch_Rosengartenstrasse,PNc,d1,1/cm3,41228.28,provisorisch
2026-01-13T00:00+0100,Zch_Schimmelstrasse,NO,d1,µg/m3,40.18,provisorisch
2026-01-13T00:00+0100,Zch_Schimmelstrasse,NO2,d1,µg/m3,49.82,provisorisch
2026-01-13T00:00+0100,Zch_Schimmelstrasse,NOx,d1,ppb,58.26,provisorisch
2026-01-13T00:00+0100,Zch_Schimmelstrasse,O3,d1,µg/m3,8.23,provisorisch
2026-01-13T00:00+0100,Zch_Schimmelstrasse,O3_max_h1,d1,µg/m3,33.37,provisorisch
