Datum,Standort,Parameter,Intervall,Einheit,Wert,Status
2026-01-19T00:00+0100,Zch_Stampfenbachstrasse,PM2.5,d1,µg/m3,16.97,provisorisch
2026-01-20T00:00+0100,Zch_Heubeeribüel,NO,d1,µg/m3,27.23,provisorisch
2026-01-20T00:00+0100,Zch_Heubeeribüel,NO2,d1,µg/m3,30.76,provisorisch
2026-01-20T00:00+0100,Zch_Heubeeribüel,NOx,d1,ppb,37.92,provisorisch
2026-01-20T00:00+0100,Zch_Heubeeribüel,O3,d1,µg/m3,5.09,provisorisch
2026-01-20T00:00+0100,Zch_Heubeeribüel,O3_max_h1,d1,µg/m3,14.95,provisorisch
2026-01-20T00:00+0100,Zch_Heubeeribüel,O3_nb_h1>120,d1,1,0,provisorisch
2026-01-20T00:00+0100,Zch_Heubeeribüel,PM10,d1,µg/m3,11.93,provisorisch
2026-01-20T00:00+0100,Zch_Heubeeribüel,PM2.5,d1,µg/m3,9.79,provisorisch
2026-01-20T00:00+0100,Zch_Rosengartenstrasse,NO,d1,µg/m3,43.44,provisorisch
2026-01-20T00:00+0100,Zch_Rosengartenstrasse,NO2,d1,µg/m3,30.06,provisorisch
2026-01-20T00:00+0100,Zch_Rosengartenstrasse,NOx,d1,ppb,50.55,provisorisch
2026-01-20T00:00+0100,Zch_Rosengartenstrasse,O3,d1,µg/m3,3,provisorisch
2026-01-20T00:00+0100,Zch_Rosengartenstrasse,O3_max_h1,d1,µg/m3,10.25,provisorisch
2026-01-20T00:00+0100,Zch_Rosengartenstrasse,O3_nb_h1>120,d1,1,0,provisorisch
2026-01-20T00:00+0100,Zch_Rosengartenstrasse,PM10,d1,µg/m3,16.15,provisorisch
2026-01-20T00:00+0100,Zch_Rosengartenstrasse,PM2.5,d1,µg/m3,11.29,provisorisch
2026-01-20T00:00+0100,Zch_Rosengartenstrasse,PNc,d1,1/cm3,17106.69,provisorisch
2026-01-20T00:00+0100,Zch_Schimmelstrasse,NO,d1,µg/m3,63.47,provisorisch
2026-01-20T00:00+0100,Zch_Schimmelstrasse,NO2,d1,µg/m3,37.95,provisorisch
2026-01-20T00:00+0100,Zch_Schimmelstrasse,NOx,d1,ppb,70.73,provisorisch
2026-01-20T00:00+0100,Zch_Schimmelstrasse,O3,d1,µg/m3,2.6,provisorisch
2026-01-20T00:00+0100,Zch_Schimmelstrasse,O3_max_h1,d1,µg/m3,7.86,provisorisch
2026-01-20T00:00+0100,Zch_Schimmelstrasse,O3_nb_h1>120,d1,1,0,provisorisch
2026-01-20T00:00+0100,Zch_Schimmelstrasse,PM10,d1,µg/m3,21.04,provisorisch
2026-01-20T00:00+0100,Zch_Schimmelstrasse,PM2.5,d1,µg/m3,13.11,provisorisch
2026-01-20T00:00+0100,Zch_Schimmelstrasse,PN,d1,1/cm3,18357.29,provisorisch
2026-01-20T00:00+0100,Zch_Stampfenbachstrasse,NO,d1,µg/m3,33.9,provisorisch
2026-01-20T00:00+0100,Zch_Stampfenbachstrasse,NO2,d1,µg/m3,30.3,provisorisch
2026-01-20T00:00+0100,Zch_Stampfenbachstrasse,NOx,d1,ppb,43.02,provisorisch
2026-01-20T00:00+0100,Zch_Stampfenbachstrasse,O3,d1,µg/m3,4.01,provisorisch
2026-01-20T00:00+0100,Zch_Stampfenbachstrasse,O3_max_h1,d1,µg/m3,11.43,provisorisch
2026-01-20T00:00+0100,Zch_Stampfenbachstrasse,O3_nb_h1>120,d1,1,0,provisorisch
2026-01-20T00:00+0100,Zch_Stampfenbachstrasse,PM10,d1,µg/m3,16.47,provisorisch
2026-01-20T00:00+0100,Zch_Stampfenbachstrasse,PM2.5,d1,µg/m3,11.46,provisorisch
2026-01-21T00:00+0100,Zch_Heubeeribüel,NO,d1,µg/m3,40.89,provisorisch
2026-01-21T00:00+0100,Zch_Heubeeribüel,NO2,d1,µg/m3,40.67,provisorisch
2026-01-21T00:00+0100,Zch_Heubeeribüel,NOx,d1,ppb,54.05,provisorisch
2026-01-21T00:00+0100,Zch_Heubeeribüel,O3,d1,µg/m3,4.77,provisorisch
2026-01-21T00:00+0100,Zch_Heubeeribüel,O3_max_h1,d1,µg/m3,12.11,provisorisch
2026-01-21T00:00+0100,Zch_Heubeeribüel,O3_nb_h1>120,d1,1,0,provisorisch
2026-01-21T00:00+0100,Zch_Heubeeribüel,PM10,d1,µg/m3,17.82,provisorisch
2026-01-21T00:00+0100,Zch_Heubeeribüel,PM2.5,d1,µg/m3,13.98,provisorisch
2026-01-21T00:00+0100,Zch_Rosengartenstrasse,NO,d1,µg/m3,52.21,provisorisch
2026-01-21T00:00+0100,Zch_Rosengartenstrasse,NO2,d1,µg/m3,33.62,provisorisch
2026-01-21T00:00+0100,Zch_Rosengartenstrasse,NOx,d1,ppb,59.44,provisorisch
2026-01-21T00:00+0100,Zch_Rosengartenstrasse,O3,d1,µg/m3,3.06,provisorisch
2026-01-21T00:00+0100,Zch_Rosengartenstrasse,O3_max_h1,d1,µg/m3,9.64,provisorisch
2026-01-21T00:00+0100,Zch_Rosengartenstrasse,O3_nb_h1>120,d1,1,0,provisorisch
2026-01-21T00:00+0100,Zch_Rosengartenstrasse,PM10,d1,µg/m3,20.37,provisorisch
2026-01-21T00:00+0100,Zch_Rosengartenstrasse,PM2.5,d1,µg/m3,14.52,provisorisch
2026-01-21T00:00+0100,Zch_Rosengartenstrasse,PNc,d1,1/cm3,18723.26,provisorisch
2026-01-21T00:00+0100,Zch_Schimmelstrasse,NO,d1,µg/m3,69.04,provisorisch
2026-01-21T00:00+0100,Zch_Schimmelstrasse,NO2,d1,µg/m3,43.26,provisorisch
2026-01-21T00:00+0100,Zch_Schimmelstrasse,NOx,d1,ppb,77.97,provisorisch
2026-01-21T00:00+0100,Zch_Schimmelstrasse,O3,d1,µg/m3,2.88,provisorisch
2026-01-21T00:00+0100,Zch_Schimmelstrasse,O3_max_h1,d1,µg/m3,9.58,provisorisch
2026-01-21T00:00+0100,Zch_Schimmelstrasse,O3_nb_h1>120,d1,1,0,provisorisch
2026-01-21T00:00+0100,Zch_Schimmelstrasse,PM10,d1,µg/m3,23.82,provisorisch
2026-01-21T00:00+0100,Zch_Schimmelstrasse,PM2.5,d1,µg/m3,15.75,provisorisch
2026-01-21T00:00+0100,Zch_Schimmelstrasse,PN,d1,1/cm3,17688.14,provisorisch
2026-01-21T00:00+0100,Zch_Stampfenbachstrasse,NO,d1,µg/m3,54.84,provisorisch
2026-01-21T00:00+0100,Zch_Stampfenbachstrasse,NO2,d1,µg/m3,37,provisorisch
2026-01-21T00:00+0100,Zch_Stampfenbachstrasse,NOx,d1,ppb,63.32,provisorisch
2026-01-21T00:00+0100,Zch_Stampfenbachstrasse,O3,d1,µg/m3,3.54,provisorisch
2026-01-21T00:00+0100,Zch_Stampfenbachstrasse,O3_max_h1,d1,µg/m3,9.78,provisorisch
2026-01-21T00:00+0100,Zch_Stampfenbachstrasse,O3_nb_h1>120,d1,1,0,provisorisch
2026-01-21T00:00+0100,Zch_Stampfenbachstrasse,PM10,d1,µg/m3,23.91,provisorisch
2026-01-21T00:00+0100,Zch_Stampfenbachstrasse,PM2.5,d1,µg/m3,15.47,provisorisch
2026-01-22T00:00+0100,Zch_Heubeeribüel,NO,d1,µg/m3,38.72,provisorisch
2026-01-22T00:00+0100,Zch_Heubeeribüel,NO2,d1,µg/m3,42.06,provisorisch
2026-01-22T00:00+0100,Zch_Heubeeribüel,NOx,d1,ppb,53.04,provisorisch
2026-01-22T00:00+0100,Zch_Heubeeribüel,O3,d1,µg/m3,3.67,provisorisch
2026-01-22T00:00+0100,Zch_Heubeeribüel,O3_max_h1,d1,µg/m3,9.63,provisorisch
2026-01-22T00:00+0100,Zch_Heubeeribüel,O3_nb_h1>120,d1,1,0,provisorisch
2026-01-22T00:00+0100,Zch_Heubeeribüel,PM10,d1,µg/m3,18.96,provisorisch
2026-01-22T00:00+0100,Zch_Heubeeribüel,PM2.5,d1,µg/m3,16.17,provisorisch
2026-01-22T00:00+0100,Zch_Rosengartenstrasse,NO,d1,µg/m3,69.83,provisorisch
2026-01-22T00:00+0100,Zch_Rosengartenstrasse,NO2,d1,µg/m3,44.36,provisorisch
2026-01-22T00:00+0100,Zch_Rosengartenstrasse,NOx,d1,ppb,79.19,provisorisch
2026-01-22T00:00+0100,Zch_Rosengartenstrasse,O3,d1,µg/m3,1.96,provisorisch
2026-01-22T00:00+0100,Zch_Rosengartenstrasse,O3_max_h1,d1,µg/m3,5.57,provisorisch
2026-01-22T00:00+0100,Zch_Rosengartenstrasse,O3_nb_h1>120,d1,1,0,provisorisch
2026-01-22T00:00+0100,Zch_Rosengartenstrasse,PM10,d1,µg/m3,31.88,provisorisch
2026-01-22T00:00+0100,Zch_Rosengartenstrasse,PM2.5,d1,µg/m3,22.55,provisorisch
2026-01-22T00:00+0100,Zch_Rosengartenstrasse,PNc,d1,1/cm3,21983.2,provisorisch
2026-01-22T00:00+0100,Zch_Schimmelstrasse,NO,d1,µg/m3,69.71,provisorisch
2026-01-22T00:00+0100,Zch_Schimmelstrasse,NO2,d1,µg/m3,48.63,provisorisch
2026-01-22T00:00+0100,Zch_Schimmelstrasse,NOx,d1,ppb,81.32,provisorisch
2026-01-22T00:00+0100,Zch_Schimmelstrasse,O3,d1,µg/m3,2.72,provisorisch
2026-01-22T00:00+0100,Zch_Schimmelstrasse,O3_max_h1,d1,µg/m3,7.94,provisorisch
2026-01-22T00:00+0100,Zch_Schimmelstrasse,O3_nb_h1>120,d1,1,0,provisorisch
2026-01-22T00:00+0100,Zch_Schimmelstrasse,PM10,d1,µg/m3,29,provisorisch
2026-01-22T00:00+0100,Zch_Schimmelstrasse,PM2.5,d1,µg/m3,21.07,provisorisch
2026-01-22T00:00+0100,Zch_Schimmelstrasse,PN,d1,1/cm3,17703.41,provisorisch
2026-01-22T00:00+0100,Zch_Stampfenbachstrasse,NO,d1,µg/m3,62.15,provisorisch
2026-01-22T00:00+0100,Zch_Stampfenbachstrasse,NO2,d1,µg/m3,45.8,provisorisch
2026-01-22T00:00+0100,Zch_Stampfenbachstrasse,NOx,d1,ppb,73.78,provisorisch
2026-01-22T00:00+0100,Zch_Stampfenbachstrasse,O3,d1,µg/m3,3.11,provisorisch
2026-01-22T00:00+0100,Zch_Stampfenbachstrasse,O3_max_h1,d1,µg/m3,6.61,provisorisch
2026-01-22T00:00+0100,Zch_Stampfenbachstrasse,O3_nb_h1>120,d1,1,0,provisorisch
2026-01-22T00:00+0100,Zch_Stampfenbachstrasse,PM10,d1,µg/m3,29.44,provisorisch
2026-01-22T00:00+0100,Zch_Stampfenbachstrasse,PM2.5,d1,µg/m3,20.71,provisorisch
2026-01-23T00:00+0100,Zch_Heubeeribüel,NO,d1,µg/m3,24.38,provisorisch
2026-01-23T00:00+0100,Zch_Heubeeribüel,NO2,d1,µg/m3,34.35,provisorisch
2026-01-23T00:00+0100,Zch_Heubeeribüel,NOx,d1,ppb,37.51,provisorisch
2026-01-23T00:00+0100,Zch_Heubeeribüel,O3,d1,µg/m3,5.63,provisorisch
2026-01-23T00:00+0100,Zch_Heubeeribüel,O3_max_h1,d1,µg/m3,18.98,provisorisch
2026-01-23T00:00+0100,Zch_Heubeeribüel,O3_nb_h1>120,d1,1,0,provisorisch
2026-01-23T00:00+0100,Zch_Heubeeribüel,PM10,d1,µg/m3,15.44,provisorisch
2026-01-23T00:00+0100,Zch_Heubeeribüel,PM2.5,d1,µg/m3,14.41,provisorisch
2026-01-23T00:00+0100,Zch_Rosengartenstrasse,NO,d1,µg/m3,42.54,provisorisch
2026-01-23T00:00+0100,Zch_Rosengartenstrasse,NO2,d1,µg/m3,40.76,provisorisch
2026-01-23T00:00+0100,Zch_Rosengartenstrasse,NOx,d1,ppb,55.42,provisorisch
2026-01-23T00:00+0100,Zch_Rosengartenstrasse,O3,d1,µg/m3,3.7,provisorisch
2026-01-23T00:00+0100,Zch_Rosengartenstrasse,O3_max_h1,d1,µg/m3,12.3,provisorisch
2026-01-23T00:00+0100,Zch_Rosengartenstrasse,O3_nb_h1>120,d1,1,0,provisorisch
2026-01-23T00:00+0100,Zch_Rosengartenstrasse,PM10,d1,µg/m3,27.24,provisorisch
2026-01-23T00:00+0100,Zch_Rosengartenstrasse,PM2.5,d1,µg/m3,20.48,provisorisch
2026-01-23T00:00+0100,Zch_Rosengartenstrasse,PNc,d1,1/cm3,19289.78,provisorisch
2026-01-23T00:00+0100,Zch_Schimmelstrasse,NO,d1,µg/m3,58.34,provisorisch
2026-01-23T00:00+0100,Zch_Schimmelstrasse,NO2,d1,µg/m3,46.99,provisorisch
2026-01-23T00:00+0100,Zch_Schimmelstrasse,NOx,d1,ppb,71.35,provisorisch
2026-01-23T00:00+0100,Zch_Schimmelstrasse,O3,d1,µg/m3,3.75,provisorisch
2026-01-23T00:00+0100,Zch_Schimmelstrasse,O3_max_h1,d1,µg/m3,11.44,provisorisch
2026-01-23T00:00+0100,Zch_Schimmelstrasse,O3_nb_h1>120,d1,1,0,provisorisch
2026-01-23T00:00+0100,Zch_Schimmelstrasse,PM10,d1,µg/m3,28.94,provisorisch
2026-01-23T00:00+0100,Zch_Schimmelstrasse,PM2.5,d1,µg/m3,21.42,provisorisch
2026-01-23T00:00+0100,Zch_Schimmelstrasse,PN,d1,1/cm3,19704.79,provisorisch
2026-01-23T00:00+0100,Zch_Stampfenbachstrasse,NO,d1,µg/m3,34.18,provisorisch
2026-01-23T00:00+0100,Zch_Stampfenbachstrasse,NO2,d1,µg/m3,40.43,provisorisch
2026-01-23T00:00+0100,Zch_Stampfenbachstrasse,NOx,d1,ppb,48.55,provisorisch
2026-01-23T00:00+0100,Zch_Stampfenbachstrasse,O3,d1,µg/m3,4.68,provisorisch
2026-01-23T00:00+0100,Zch_Stampfenbachstrasse,O3_max_h1,d1,µg/m3,14.06,provisorisch
2026-01-23T00:00+0100,Zch_Stampfenbachstrasse,O3_nb_h1>120,d1,1,0,provisorisch
2026-01-23T00:00+0100,Zch_Stampfenbachstrasse,PM10,d1,µg/m3,23.86,provisorisch
2026-01-23T00:00+0100,Zch_Stampfenbachstrasse,PM2.5,d1,µg/m3,18.3,provisorisch
2026-01-24T00:00+0100,Zch_Heubeeribüel,NO,d1,µg/m3,6.47,provisorisch
2026-01-24T00:00+0100,Zch_Heubeeribüel,NO2,d1,µg/m3,26.47,provisorisch
2026-01-24T00:00+0100,Zch_Heubeeribüel,NOx,d1,ppb,19.03,provisorisch
2026-01-24T00:00+0100,Zch_Heubeeribüel,O3,d1,µg/m3,15.1,provisorisch
2026-01-24T00:00+0100,Zch_Heubeeribüel,O3_max_h1,d1,µg/m3,32.4,provisorisch
2026-01-24T00:00+0100,Zch_Heubeeribüel,O3_nb_h1>120,d1,1,0,provisorisch
2026-01-24T00:00+0100,Zch_Heubeeribüel,PM10,d1,µg/m3,16.72,provisorisch
2026-01-24T00:00+0100,Zch_Heubeeribüel,PM2.5,d1,µg/m3,16.34,provisorisch
2026-01-24T00:00+0100,Zch_Rosengartenstrasse,NO,d1,µg/m3,25.79,provisorisch
2026-01-24T00:00+0100,Zch_Rosengartenstrasse,NO2,d1,µg/m3,36.01,provisorisch
2026-01-24T00:00+0100,Zch_Rosengartenstrasse,NOx,d1,ppb,39.51,provisorisch
2026-01-24T00:00+0100,Zch_Rosengartenstrasse,O3,d1,µg/m3,11.18,provisorisch
2026-01-24T00:00+0100,Zch_Rosengartenstrasse,O3_max_h1,d1,µg/m3,26.52,provisorisch
2026-01-24T00:00+0100,Zch_Rosengartenstrasse,O3_nb_h1>120,d1,1,0,provisorisch
2026-01-24T00:00+0100,Zch_Rosengartenstrasse,PM10,d1,µg/m3,24.39,provisorisch
2026-01-24T00:00+0100,Zch_Rosengartenstrasse,PM2.5,d1,µg/m3,19.57,provisorisch
2026-01-24T00:00+0100,Zch_Rosengartenstrasse,PNc,d1,1/cm3,13822.06,provisorisch
2026-01-24T00:00+0100,Zch_Schimmelstrasse,NO,d1,µg/m3,23.82,provisorisch
2026-01-24T00:00+0100,Zch_Schimmelstrasse,NO2,d1,µg/m3,38.01,provisorisch
2026-01-24T00:00+0100,Zch_Schimmelstrasse,NOx,d1,ppb,38.97,provisorisch
2026-01-24T00:00+0100,Zch_Schimmelstrasse,O3,d1,µg/m3,10.88,provisorisch
2026-01-24T00:00+0100,Zch_Schimmelstrasse,O3_max_h1,d1,µg/m3,27.63,provisorisch
2026-01-24T00:00+0100,Zch_Schimmelstrasse,O3_nb_h1>120,d1,1,0,provisorisch
2026-01-24T00:00+0100,Zch_Schimmelstrasse,PM10,d1,µg/m3,25.02,provisorisch
2026-01-24T00:00+0100,Zch_Schimmelstrasse,PM2.5,d1,µg/m3,20.67,provisorisch
2026-01-24T00:00+0100,Zch_Schimmelstrasse,PN,d1,1/cm3,11964.5,provisorisch
2026-01-24T00:00+0100,Zch_Stampfenbachstrasse,NO,d1,µg/m3,12.61,provisorisch
2026-01-24T00:00+0100,Zch_Stampfenbachstrasse,NO2,d1,µg/m3,32.86,provisorisch
2026-01-24T00:00+0100,Zch_Stampfenbachstrasse,NOx,d1,ppb,27.3,provisorisch
2026-01-24T00:00+0100,Zch_Stampfenbachstrasse,O3,d1,µg/m3,12.9,provisorisch
2026-01-24T00:00+0100,Zch_Stampfenbachstrasse,O3_max_h1,d1,µg/m3,30.11,provisorisch
2026-01-24T00:00+0100,Zch_Stampfenbachstrasse,O3_nb_h1>120,d1,1,0,provisorisch
2026-01-24T00:00+0100,Zch_Stampfenbachstrasse,PM10,d1,µg/m3,22.44,provisorisch
2026-01-24T00:00+0100,Zch_Stampfenbachstrasse,PM2.5,d1,µg/m3,18.73,provisorisch
2026-01-25T00:00+0100,Zch_Heubeeribüel,NO,d1,µg/m3,2,provisorisch
2026-01-25T00:00+0100,Zch_Heubeeribüel,NO2,d1,µg/m3,16.16,provisorisch
2026-01-25T00:00+0100,Zch_Heubeeribüel,NOx,d1,ppb,10.05,provisorisch
2026-01-25T00:00+0100,Zch_Heubeeribüel,O3,d1,µg/m3,29.94,provisorisch
2026-01-25T00:00+0100,Zch_Heubeeribüel,O3_max_h1,d1,µg/m3,49.41,provisorisch
2026-01-25T00:00+0100,Zch_Heubeeribüel,O3_nb_h1>120,d1,1,0,provisorisch
2026-01-25T00:00+0100,Zch_Heubeeribüel,PM10,d1,µg/m3,17.57,provisorisch
2026-01-25T00:00+0100,Zch_Heubeeribüel,PM2.5,d1,µg/m3,17.06,provisorisch
2026-01-25T00:00+0100,Zch_Rosengartenstrasse,NO,d1,µg/m3,11.43,provisorisch
2026-01-25T00:00+0100,Zch_Rosengartenstrasse,NO2,d1,µg/m3,25.57,provisorisch
2026-01-25T00:00+0100,Zch_Rosengartenstrasse,NOx,d1,ppb,22.53,provisorisch
2026-01-25T00:00+0100,Zch_Rosengartenstrasse,O3,d1,µg/m3,21.14,provisorisch
2026-01-25T00:00+0100,Zch_Rosengartenstrasse,O3_max_h1,d1,µg/m3,40.41,provisorisch
2026-01-25T00:00+0100,Zch_Rosengartenstrasse,O3_nb_h1>120,d1,1,0,provisorisch
2026-01-25T00:00+0100,Zch_Rosengartenstrasse,PM10,d1,µg/m3,25.5,provisorisch
2026-01-25T00:00+0100,Zch_Rosengartenstrasse,PM2.5,d1,µg/m3,19,provisorisch
2026-01-25T00:00+0100,Zch_Rosengartenstrasse,PNc,d1,1/cm3,10182.6,provisorisch
2026-01-25T00:00+0100,Zch_Schimmelstrasse,NO,d1,µg/m3,5.9,provisorisch
2026-01-25T00:00+0100,Zch_Schimmelstrasse,NO2,d1,µg/m3,23.81,provisorisch
2026-01-25T00:00+0100,Zch_Schimmelstrasse,NOx,d1,ppb,17.18,provisorisch
2026-01-25T00:00+0100,Zch_Schimmelstrasse,O3,d1,µg/m3,23.62,provisorisch
2026-01-25T00:00+0100,Zch_Schimmelstrasse,O3_max_h1,d1,µg/m3,43.89,provisorisch
2026-01-25T00:00+0100,Zch_Schimmelstrasse,O3_nb_h1>120,d1,1,0,provisorisch
2026-01-25T00:00+0100,Zch_Schimmelstrasse,PM10,d1,µg/m3,23.68,provisorisch
2026-01-25T00:00+0100,Zch_Schimmelstrasse,PM2.5,d1,µg/m3,19.08,provisorisch
2026-01-25T00:00+0100,Zch_Schimmelstrasse,PN,d1,1/cm3,7541.75,provisorisch
2026-01-25T00:00+0100,Zch_Stampfenbachstrasse,NO,d1,µg/m3,3.07,provisorisch
2026-01-25T00:00+0100,Zch_Stampfenbachstrasse,NO2,d1,µg/m3,20.21,provisorisch
2026-01-25T00:00+0100,Zch_Stampfenbachstrasse,NOx,d1,ppb,13.03,provisorisch
2026-01-25T00:00+0100,Zch_Stampfenbachstrasse,O3,d1,µg/m3,25.29,provisorisch
2026-01-25T00:00+0100,Zch_Stampfenbachstrasse,O3_max_h1,d1,µg/m3,47.53,provisorisch
2026-01-25T00:00+0100,Zch_Stampfenbachstrasse,O3_nb_h1>120,d1,1,0,provisorisch
2026-01-25T00:00+0100,Zch_Stampfenbachstrasse,PM10,d1,µg/m3,24.14,provisorisch
2026-01-25T00:00+0100,Zch_Stampfenbachstrasse,PM2.5,d1,µg/m3,18.95,provisorisch
2026-01-26T00:00+0100,Zch_Heubeeribüel,NO,d1,µg/m3,1.26,provisorisch
2026-01-26T00:00+0100,Zch_Heubeeribüel,NO2,d1,µg/m3,11.5,provisorisch
2026-01-26T00:00+0100,Zch_Heubeeribüel,NOx,d1,ppb,7.02,provisorisch
2026-01-26T00:00+0100,Zch_Heubeeribüel,O3,d1,µg/m3,60,provisorisch
2026-01-26T00:00+0100,Zch_Heubeeribüel,O3_max_h1,d1,µg/m3,77.43,provisorisch
2026-01-26T00:00+0100,Zch_Heubeeribüel,O3_nb_h1>120,d1,1,0,provisorisch
2026-01-26T00:00+0100,Zch_Heubeeribüel,PM10,d1,µg/m3,6.27,provisorisch
2026-01-26T00:00+0100,Zch_Heubeeribüel,PM2.5,d1,µg/m3,4.65,provisorisch
2026-01-26T00:00+0100,Zch_Rosengartenstrasse,NO,d1,µg/m3,16.43,provisorisch
2026-01-26T00:00+0100,Zch_Rosengartenstrasse,NO2,d1,µg/m3,36.11,provisorisch
2026-01-26T00:00+0100,Zch_Rosengartenstrasse,NOx,d1,ppb,32.05,provisorisch
