Datum,Standort,Parameter,Intervall,Einheit,Wert,Status
2026-01-26T00:00+0100,Zch_Rosengartenstrasse,O3,d1,µg/m3,32.32,provisorisch
2026-01-26T00:00+0100,Zch_Rosengartenstrasse,O3_max_h1,d1,µg/m3,58.33,provisorisch
2026-01-26T00:00+0100,Zch_Rosengartenstrasse,O3_nb_h1>120,d1,1,0,provisorisch
2026-01-26T00:00+0100,Zch_Rosengartenstrasse,PM10,d1,µg/m3,16.54,provisorisch
2026-01-26T00:00+0100,Zch_Rosengartenstrasse,PM2.5,d1,µg/m3,7.46,provisorisch
2026-01-26T00:00+0100,Zch_Rosengartenstrasse,PNc,d1,1/cm3,20714.46,provisorisch
2026-01-26T00:00+0100,Zch_Schimmelstrasse,NO,d1,µg/m3,7.65,provisorisch
2026-01-26T00:00+0100,Zch_Schimmelstrasse,NO2,d1,µg/m3,27.29,provisorisch
2026-01-26T00:00+0100,Zch_Schimmelstrasse,NOx,d1,ppb,20.4,provisorisch
2026-01-26T00:00+0100,Zch_Schimmelstrasse,O3,d1,µg/m3,42.27,provisorisch
2026-01-26T00:00+0100,Zch_Schimmelstrasse,O3_max_h1,d1,µg/m3,70.71,provisorisch
2026-01-26T00:00+0100,Zch_Schimmelstrasse,O3_nb_h1>120,d1,1,0,provisorisch
2026-01-26T00:00+0100,Zch_Schimmelstrasse,PM10,d1,µg/m3,10.72,provisorisch
2026-01-26T00:00+0100,Zch_Schimmelstrasse,PM2.5,d1,µg/m3,6.52,provisorisch
2026-01-26T00:00+0100,Zch_Schimmelstrasse,PN,d1,1/cm3,13854.65,provisorisch
2026-01-26T00:00+0100,Zch_Stampfenbachstrasse,NO,d1,µg/m3,3.13,provisorisch
2026-01-26T00:00+0100,Zch_Stampfenbachstrasse,NO2,d1,µg/m3,21.2,provisorisch
2026-01-26T00:00+0100,Zch_Stampfenbachstrasse,NOx,d1,ppb,13.6,provisorisch
2026-01-26T00:00+0100,Zch_Stampfenbachstrasse,O3,d1,µg/m3,45.47,provisorisch
2026-01-26T00:00+0100,Zch_Stampfenbachstrasse,O3_max_h1,d1,µg/m3,71.3,provisorisch
2026-01-26T00:00+0100,Zch_Stampfenbachstrasse,O3_nb_h1>120,d1,1,0,provisorisch
2026-01-26T00:00+0100,Zch_Stampfenbachstrasse,PM10,d1,µg/m3,10.39,provisorisch
2026-01-26T00:00+0100,Zch_Stampfenbachstrasse,PM2.5,d1,µg/m3,6.78,provisorisch
2026-01-27T00:00+0100,Zch_Heubeeribüel,NO,d1,µg/m3,5.71,provisorisch
2026-01-27T00:00+0100,Zch_Heubeeribüel,NO2,d1,µg/m3,23.34,provisorisch
2026-01-27T00:00+0100,Zch_Heubeeribüel,NOx,d1,ppb,16.78,provisorisch
2026-01-27T00:00+0100,Zch_Heubeeribüel,O3,d1,µg/m3,40.05,provisorisch
2026-01-27T00:00+0100,Zch_Heubeeribüel,O3_max_h1,d1,µg/m3,78.1,provisorisch
2026-01-27T00:00+0100,Zch_Heubeeribüel,O3_nb_h1>120,d1,1,0,provisorisch
2026-01-27T00:00+0100,Zch_Heubeeribüel,PM10,d1,µg/m3,9.34,provisorisch
2026-01-27T00:00+0100,Zch_Heubeeribüel,PM2.5,d1,µg/m3,6.2,provisorisch
2026-01-27T00:00+0100,Zch_Rosengartenstrasse,NO,d1,µg/m3,32.32,provisorisch
2026-01-27T00:00+0100,Zch_Rosengartenstrasse,NO2,d1,µg/m3,45.19,provisorisch
2026-01-27T00:00+0100,Zch_Rosengartenstrasse,NOx,d1,ppb,49.54,provisorisch
2026-01-27T00:00+0100,Zch_Rosengartenstrasse,O3,d1,µg/m3,12.82,provisorisch
2026-01-27T00:00+0100,Zch_Rosengartenstrasse,O3_max_h1,d1,µg/m3,25.46,provisorisch
2026-01-27T00:00+0100,Zch_Rosengartenstrasse,O3_nb_h1>120,d1,1,0,provisorisch
2026-01-27T00:00+0100,Zch_Rosengartenstrasse,PM10,d1,µg/m3,19.54,provisorisch
2026-01-27T00:00+0100,Zch_Rosengartenstrasse,PM2.5,d1,µg/m3,10.1,provisorisch
2026-01-27T00:00+0100,Zch_Rosengartenstrasse,PNc,d1,1/cm3,25634.86,provisorisch
2026-01-27T00:00+0100,Zch_Schimmelstrasse,NO,d1,µg/m3,38.11,provisorisch
2026-01-27T00:00+0100,Zch_Schimmelstrasse,NO2,d1,µg/m3,52.78,provisorisch
2026-01-27T00:00+0100,Zch_Schimmelstrasse,NOx,d1,ppb,58.15,provisorisch
2026-01-27T00:00+0100,Zch_Schimmelstrasse,O3,d1,µg/m3,11.27,provisorisch
2026-01-27T00:00+0100,Zch_Schimmelstrasse,O3_max_h1,d1,µg/m3,22.57,provisorisch
2026-01-27T00:00+0100,Zch_Schimmelstrasse,O3_nb_h1>120,d1,1,0,provisorisch
2026-01-27T00:00+0100,Zch_Schimmelstrasse,PM10,d1,µg/m3,19.77,provisorisch
2026-01-27T00:00+0100,Zch_Schimmelstrasse,PM2.5,d1,µg/m3,9.62,provisorisch
2026-01-27T00:00+0100,Zch_Schimmelstrasse,PN,d1,1/cm3,24437.08,provisorisch
2026-01-27T00:00+0100,Zch_Stampfenbachstrasse,NO,d1,µg/m3,19.45,provisorisch
2026-01-27T00:00+0100,Zch_Stampfenbachstrasse,NO2,d1,µg/m3,43.75,provisorisch
2026-01-27T00:00+0100,Zch_Stampfenbachstrasse,NOx,d1,ppb,38.48,provisorisch
2026-01-27T00:00+0100,Zch_Stampfenbachstrasse,O3,d1,µg/m3,14.26,provisorisch
2026-01-27T00:00+0100,Zch_Stampfenbachstrasse,O3_max_h1,d1,µg/m3,33.35,provisorisch
2026-01-27T00:00+0100,Zch_Stampfenbachstrasse,O3_nb_h1>120,d1,1,0,provisorisch
2026-01-27T00:00+0100,Zch_Stampfenbachstrasse,PM10,d1,µg/m3,16.93,provisorisch
2026-01-27T00:00+0100,Zch_Stampfenbachstrasse,PM2.5,d1,µg/m3,9.2,provisorisch
2026-01-28T00:00+0100,Zch_Heubeeribüel,NO,d1,µg/m3,2.65,provisorisch
2026-01-28T00:00+0100,Zch_Heubeeribüel,NO2,d1,µg/m3,22.52,provisorisch
2026-01-28T00:00+0100,Zch_Heubeeribüel,NOx,d1,ppb,13.91,provisorisch
2026-01-28T00:00+0100,Zch_Heubeeribüel,O3,d1,µg/m3,30.38,provisorisch
2026-01-28T00:00+0100,Zch_Heubeeribüel,O3_max_h1,d1,µg/m3,41.19,provisorisch
2026-01-28T00:00+0100,Zch_Heubeeribüel,O3_nb_h1>120,d1,1,0,provisorisch
2026-01-28T00:00+0100,Zch_Heubeeribüel,PM10,d1,µg/m3,11.19,provisorisch
2026-01-28T00:00+0100,Zch_Heubeeribüel,PM2.5,d1,µg/m3,9.47,provisorisch
2026-01-28T00:00+0100,Zch_Rosengartenstrasse,NO,d1,µg/m3,27.71,provisorisch
2026-01-28T00:00+0100,Zch_Rosengartenstrasse,NO2,d1,µg/m3,38.6,provisorisch
2026-01-28T00:00+0100,Zch_Rosengartenstrasse,NOx,d1,ppb,42.4,provisorisch
2026-01-28T00:00+0100,Zch_Rosengartenstrasse,O3,d1,µg/m3,13.78,provisorisch
2026-01-28T00:00+0100,Zch_Rosengartenstrasse,O3_max_h1,d1,µg/m3,34.55,provisorisch
2026-01-28T00:00+0100,Zch_Rosengartenstrasse,O3_nb_h1>120,d1,1,0,provisorisch
2026-01-28T00:00+0100,Zch_Rosengartenstrasse,PM10,d1,µg/m3,15.93,provisorisch
2026-01-28T00:00+0100,Zch_Rosengartenstrasse,PM2.5,d1,µg/m3,11.77,provisorisch
2026-01-28T00:00+0100,Zch_Rosengartenstrasse,PNc,d1,1/cm3,20007.94,provisorisch
2026-01-28T00:00+0100,Zch_Schimmelstrasse,NO,d1,µg/m3,23.27,provisorisch
2026-01-28T00:00+0100,Zch_Schimmelstrasse,NO2,d1,µg/m3,41.92,provisorisch
2026-01-28T00:00+0100,Zch_Schimmelstrasse,NOx,d1,ppb,40.58,provisorisch
2026-01-28T00:00+0100,Zch_Schimmelstrasse,O3,d1,µg/m3,14.47,provisorisch
2026-01-28T00:00+0100,Zch_Schimmelstrasse,O3_max_h1,d1,µg/m3,34.43,provisorisch
2026-01-28T00:00+0100,Zch_Schimmelstrasse,O3_nb_h1>120,d1,1,0,provisorisch
2026-01-28T00:00+0100,Zch_Schimmelstrasse,PM10,d1,µg/m3,16.2,provisorisch
2026-01-28T00:00+0100,Zch_Schimmelstrasse,PM2.5,d1,µg/m3,11.56,provisorisch
2026-01-28T00:00+0100,Zch_Schimmelstrasse,PN,d1,1/cm3,17416.53,provisorisch
2026-01-28T00:00+0100,Zch_Stampfenbachstrasse,NO,d1,µg/m3,9.1,provisorisch
2026-01-28T00:00+0100,Zch_Stampfenbachstrasse,NO2,d1,µg/m3,32.94,provisorisch
2026-01-28T00:00+0100,Zch_Stampfenbachstrasse,NOx,d1,ppb,24.52,provisorisch
2026-01-28T00:00+0100,Zch_Stampfenbachstrasse,O3,d1,µg/m3,18.84,provisorisch
2026-01-28T00:00+0100,Zch_Stampfenbachstrasse,O3_max_h1,d1,µg/m3,38.5,provisorisch
2026-01-28T00:00+0100,Zch_Stampfenbachstrasse,O3_nb_h1>120,d1,1,0,provisorisch
2026-01-28T00:00+0100,Zch_Stampfenbachstrasse,PM10,d1,µg/m3,14.47,provisorisch
2026-01-28T00:00+0100,Zch_Stampfenbachstrasse,PM2.5,d1,µg/m3,11.07,provisorisch
2026-01-29T00:00+0100,Zch_Heubeeribüel,NO,d1,µg/m3,1.57,provisorisch
2026-01-29T00:00+0100,Zch_Heubeeribüel,NO2,d1,µg/m3,12.99,provisorisch
2026-01-29T00:00+0100,Zch_Heubeeribüel,NOx,d1,ppb,8.05,provisorisch
2026-01-29T00:00+0100,Zch_Heubeeribüel,O3,d1,µg/m3,48.6,provisorisch
2026-01-29T00:00+0100,Zch_Heubeeribüel,O3_max_h1,d1,µg/m3,61.71,provisorisch
2026-01-29T00:00+0100,Zch_Heubeeribüel,O3_nb_h1>120,d1,1,0,provisorisch
2026-01-29T00:00+0100,Zch_Heubeeribüel,PM10,d1,µg/m3,5.62,provisorisch
2026-01-29T00:00+0100,Zch_Heubeeribüel,PM2.5,d1,µg/m3,4.19,provisorisch
2026-01-29T00:00+0100,Zch_Rosengartenstrasse,NO,d1,µg/m3,19.6,provisorisch
2026-01-29T00:00+0100,Zch_Rosengartenstrasse,NO2,d1,µg/m3,35.74,provisorisch
2026-01-29T00:00+0100,Zch_Rosengartenstrasse,NOx,d1,ppb,34.4,provisorisch
2026-01-29T00:00+0100,Zch_Rosengartenstrasse,O3,d1,µg/m3,24.99,provisorisch
2026-01-29T00:00+0100,Zch_Rosengartenstrasse,O3_max_h1,d1,µg/m3,49.36,provisorisch
2026-01-29T00:00+0100,Zch_Rosengartenstrasse,O3_nb_h1>120,d1,1,0,provisorisch
2026-01-29T00:00+0100,Zch_Rosengartenstrasse,PM10,d1,µg/m3,9.08,provisorisch
2026-01-29T00:00+0100,Zch_Rosengartenstrasse,PM2.5,d1,µg/m3,5.88,provisorisch
2026-01-29T00:00+0100,Zch_Rosengartenstrasse,PNc,d1,1/cm3,20772.19,provisorisch
2026-01-29T00:00+0100,Zch_Schimmelstrasse,NO,d1,µg/m3,15.76,provisorisch
2026-01-29T00:00+0100,Zch_Schimmelstrasse,NO2,d1,µg/m3,33.85,provisorisch
2026-01-29T00:00+0100,Zch_Schimmelstrasse,NOx,d1,ppb,30.33,provisorisch
2026-01-29T00:00+0100,Zch_Schimmelstrasse,O3,d1,µg/m3,29.24,provisorisch
2026-01-29T00:00+0100,Zch_Schimmelstrasse,O3_max_h1,d1,µg/m3,50.58,provisorisch
2026-01-29T00:00+0100,Zch_Schimmelstrasse,O3_nb_h1>120,d1,1,0,provisorisch
2026-01-29T00:00+0100,Zch_Schimmelstrasse,PM10,d1,µg/m3,8.27,provisorisch
2026-01-29T00:00+0100,Zch_Schimmelstrasse,PM2.5,d1,µg/m3,5.37,provisorisch
2026-01-29T00:00+0100,Zch_Schimmelstrasse,PN,d1,1/cm3,15465.38,provisorisch
2026-01-29T00:00+0100,Zch_Stampfenbachstrasse,NO,d1,µg/m3,5.16,provisorisch
2026-01-29T00:00+0100,Zch_Stampfenbachstrasse,NO2,d1,µg/m3,23.29,provisorisch
2026-01-29T00:00+0100,Zch_Stampfenbachstrasse,NOx,d1,ppb,16.32,provisorisch
2026-01-29T00:00+0100,Zch_Stampfenbachstrasse,O3,d1,µg/m3,36.29,provisorisch
2026-01-29T00:00+0100,Zch_Stampfenbachstrasse,O3_max_h1,d1,µg/m3,58.49,provisorisch
2026-01-29T00:00+0100,Zch_Stampfenbachstrasse,O3_nb_h1>120,d1,1,0,provisorisch
2026-01-29T00:00+0100,Zch_Stampfenbachstrasse,PM10,d1,µg/m3,7.31,provisorisch
2026-01-29T00:00+0100,Zch_Stampfenbachstrasse,PM2.5,d1,µg/m3,5.46,provisorisch
2026-01-30T00:00+0100,Zch_Heubeeribüel,NO,d1,µg/m3,2.18,provisorisch
2026-01-30T00:00+0100,Zch_Heubeeribüel,NO2,d1,µg/m3,19.06,provisorisch
2026-01-30T00:00+0100,Zch_Heubeeribüel,NOx,d1,ppb,11.71,provisorisch
2026-01-30T00:00+0100,Zch_Heubeeribüel,O3,d1,µg/m3,37.33,provisorisch
2026-01-30T00:00+0100,Zch_Heubeeribüel,O3_max_h1,d1,µg/m3,68.74,provisorisch
2026-01-30T00:00+0100,Zch_Heubeeribüel,O3_nb_h1>120,d1,1,0,provisorisch
2026-01-30T00:00+0100,Zch_Heubeeribüel,PM10,d1,µg/m3,8.03,provisorisch
2026-01-30T00:00+0100,Zch_Heubeeribüel,PM2.5,d1,µg/m3,7.21,provisorisch
2026-01-30T00:00+0100,Zch_Rosengartenstrasse,NO,d1,µg/m3,28.22,provisorisch
2026-01-30T00:00+0100,Zch_Rosengartenstrasse,NO2,d1,µg/m3,39.64,provisorisch
2026-01-30T00:00+0100,Zch_Rosengartenstrasse,NOx,d1,ppb,43.35,provisorisch
2026-01-30T00:00+0100,Zch_Rosengartenstrasse,O3,d1,µg/m3,14.09,provisorisch
2026-01-30T00:00+0100,Zch_Rosengartenstrasse,O3_max_h1,d1,µg/m3,29.99,provisorisch
2026-01-30T00:00+0100,Zch_Rosengartenstrasse,O3_nb_h1>120,d1,1,0,provisorisch
2026-01-30T00:00+0100,Zch_Rosengartenstrasse,PM10,d1,µg/m3,13.87,provisorisch
2026-01-30T00:00+0100,Zch_Rosengartenstrasse,PM2.5,d1,µg/m3,10.48,provisorisch
2026-01-30T00:00+0100,Zch_Rosengartenstrasse,PNc,d1,1/cm3,22184.69,provisorisch
2026-01-30T00:00+0100,Zch_Schimmelstrasse,NO,d1,µg/m3,13.27,provisorisch
2026-01-30T00:00+0100,Zch_Schimmelstrasse,NO2,d1,µg/m3,34.59,provisorisch
2026-01-30T00:00+0100,Zch_Schimmelstrasse,NOx,d1,ppb,28.72,provisorisch
2026-01-30T00:00+0100,Zch_Schimmelstrasse,O3,d1,µg/m3,18.67,provisorisch
2026-01-30T00:00+0100,Zch_Schimmelstrasse,O3_max_h1,d1,µg/m3,40.75,provisorisch
2026-01-30T00:00+0100,Zch_Schimmelstrasse,O3_nb_h1>120,d1,1,0,provisorisch
2026-01-30T00:00+0100,Zch_Schimmelstrasse,PM10,d1,µg/m3,15.32,provisorisch
2026-01-30T00:00+0100,Zch_Schimmelstrasse,PM2.5,d1,µg/m3,10.44,provisorisch
2026-01-30T00:00+0100,Zch_Schimmelstrasse,PN,d1,1/cm3,12084.48,provisorisch
2026-01-30T00:00+0100,Zch_Stampfenbachstrasse,NO,d1,µg/m3,9.5,provisorisch
2026-01-30T00:00+0100,Zch_Stampfenbachstrasse,NO2,d1,µg/m3,32.82,provisorisch
2026-01-30T00:00+0100,Zch_Stampfenbachstrasse,NOx,d1,ppb,24.78,provisorisch
2026-01-30T00:00+0100,Zch_Stampfenbachstrasse,O3,d1,µg/m3,19.26,provisorisch
2026-01-30T00:00+0100,Zch_Stampfenbachstrasse,O3_max_h1,d1,µg/m3,36.74,provisorisch
2026-01-30T00:00+0100,Zch_Stampfenbachstrasse,O3_nb_h1>120,d1,1,0,provisorisch
2026-01-30T00:00+0100,Zch_Stampfenbachstrasse,PM10,d1,µg/m3,12.29,provisorisch
2026-01-30T00:00+0100,Zch_Stampfenbachstrasse,PM2.5,d1,µg/m3,9.56,provisorisch
2026-01-31T00:00+0100,Zch_Heubeeribüel,NO,d1,µg/m3,1.26,provisorisch
2026-01-31T00:00+0100,Zch_Heubeeribüel,NO2,d1,µg/m3,11.21,provisorisch
2026-01-31T00:00+0100,Zch_Heubeeribüel,NOx,d1,ppb,6.87,provisorisch
2026-01-31T00:00+0100,Zch_Heubeeribüel,O3,d1,µg/m3,52.52,provisorisch
2026-01-31T00:00+0100,Zch_Heubeeribüel,O3_max_h1,d1,µg/m3,68.39,provisorisch
2026-01-31T00:00+0100,Zch_Heubeeribüel,O3_nb_h1>120,d1,1,0,provisorisch
2026-01-31T00:00+0100,Zch_Heubeeribüel,PM10,d1,µg/m3,8.71,provisorisch
2026-01-31T00:00+0100,Zch_Heubeeribüel,PM2.5,d1,µg/m3,8.08,provisorisch
2026-01-31T00:00+0100,Zch_Rosengartenstrasse,NO,d1,µg/m3,14.69,provisorisch
2026-01-31T00:00+0100,Zch_Rosengartenstrasse,NO2,d1,µg/m3,30.6,provisorisch
2026-01-31T00:00+0100,Zch_Rosengartenstrasse,NOx,d1,ppb,27.78,provisorisch
2026-01-31T00:00+0100,Zch_Rosengartenstrasse,O3,d1,µg/m3,31.37,provisorisch
2026-01-31T00:00+0100,Zch_Rosengartenstrasse,O3_max_h1,d1,µg/m3,45.01,provisorisch
2026-01-31T00:00+0100,Zch_Rosengartenstrasse,O3_nb_h1>120,d1,1,0,provisorisch
2026-01-31T00:00+0100,Zch_Rosengartenstrasse,PM10,d1,µg/m3,13.86,provisorisch
2026-01-31T00:00+0100,Zch_Rosengartenstrasse,PM2.5,d1,µg/m3,11.02,provisorisch
2026-01-31T00:00+0100,Zch_Rosengartenstrasse,PNc,d1,1/cm3,12679.09,provisorisch
2026-01-31T00:00+0100,Zch_Schimmelstrasse,NO,d1,µg/m3,9.61,provisorisch
2026-01-31T00:00+0100,Zch_Schimmelstrasse,NO2,d1,µg/m3,27.23,provisorisch
2026-01-31T00:00+0100,Zch_Schimmelstrasse,NOx,d1,ppb,21.94,provisorisch
2026-01-31T00:00+0100,Zch_Schimmelstrasse,O3,d1,µg/m3,33.66,provisorisch
2026-01-31T00:00+0100,Zch_Schimmelstrasse,O3_max_h1,d1,µg/m3,49.06,provisorisch
2026-01-31T00:00+0100,Zch_Schimmelstrasse,O3_nb_h1>120,d1,1,0,provisorisch
2026-01-31T00:00+0100,Zch_Schimmelstrasse,PM10,d1,µg/m3,13.77,provisorisch
2026-01-31T00:00+0100,Zch_Schimmelstrasse,PM2.5,d1,µg/m3,11.27,provisorisch
2026-01-31T00:00+0100,Zch_Schimmelstrasse,PN,d1,1/cm3,9419.45,provisorisch
2026-01-31T00:00+0100,Zch_Stampfenbachstrasse,NO,d1,µg/m3,4.16,provisorisch
2026-01-31T00:00+0100,Zch_Stampfenbachstrasse,NO2,d1,µg/m3,21.57,provisorisch
2026-01-31T00:00+0100,Zch_Stampfenbachstrasse,NOx,d1,ppb,14.61,provisorisch
2026-01-31T00:00+0100,Zch_Stampfenbachstrasse,O3,d1,µg/m3,38.38,provisorisch
2026-01-31T00:00+0100,Zch_Stampfenbachstrasse,O3_max_h1,d1,µg/m3,49.22,provisorisch
2026-01-31T00:00+0100,Zch_Stampfenbachstrasse,O3_nb_h1>120,d1,1,0,provisorisch
2026-01-31T00:00+0100,Zch_Stampfenbachstrasse,PM10,d1,µg/m3,12.51,provisorisch
2026-01-31T00:00+0100,Zch_Stampfenbachstrasse,PM2.5,d1,µg/m3,10.52,provisorisch
2026-02-01T00:00+0100,Zch_Heubeeribüel,NO,d1,µg/m3,1.65,provisorisch
2026-02-01T00:00+0100,Zch_Heubeeribüel,NO2,d1,µg/m3,11.98,provisorisch
2026-02-01T00:00+0100,Zch_Heubeeribüel,NOx,d1,ppb,7.59,provisorisch
2026-02-01T00:00+0100,Zch_Heubeeribüel,O3,d1,µg/m3,41.4,provisorisch
2026-02-01T00:00+0100,Zch_Heubeeribüel,O3_max_h1,d1,µg/m3,55.09,provisorisch
2026-02-01T00:00+0100,Zch_Heubeeribüel,O3_nb_h1>120,d1,1,0,provisorisch
2026-02-01T00:00+0100,Zch_Heubeeribüel,PM10,d1,µg/m3,11.96,provisorisch
2026-02-01T00:00+0100,Zch_Heubeeribüel,PM2.5,d1,µg/m3,11.03,provisorisch
2026-02-01T00:00+0100,Zch_Rosengartenstrasse,NO,d1,µg/m3,8.77,provisorisch
2026-02-01T00:00+0100,Zch_Rosengartenstrasse,NO2,d1,µg/m3,21.74,provisorisch
2026-02-01T00:00+0100,Zch_Rosengartenstrasse,NOx,d1,ppb,18.4,provisorisch
2026-02-01T00:00+0100,Zch_Rosengartenstrasse,O3,d1,µg/m3,32.44,provisorisch
2026-02-01T00:00+0100,Zch_Rosengartenstrasse,O3_max_h1,d1,µg/m3,46.88,provisorisch
2026-02-01T00:00+0100,Zch_Rosengartenstrasse,O3_nb_h1>120,d1,1,0,provisorisch
2026-02-01T00:00+0100,Zch_Rosengartenstrasse,PM10,d1,µg/m3,16.66,provisorisch
2026-02-01T00:00+0100,Zch_Rosengartenstrasse,PM2.5,d1,µg/m3,12.96,provisorisch
2026-02-01T00:00+0100,Zch_Rosengartenstrasse,PNc,d1,1/cm3,14476.09,provisorisch
2026-02-01T00:00+0100,Zch_Schimmelstrasse,NO,d1,µg/m3,10.59,provisorisch
2026-02-01T00:00+0100,Zch_Schimmelstrasse,NO2,d1,µg/m3,22.66,provisorisch
2026-02-01T00:00+0100,Zch_Schimmelstrasse,NOx,d1,ppb,20.34,provisorisch
2026-02-01T00:00+0100,Zch_Schimmelstrasse,O3,d1,µg/m3,32.18,provisorisch
2026-02-01T00:00+0100,Zch_Schimmelstrasse,O3_max_h1,d1,µg/m3,48.41,provisorisch
